Date,SPX,SVX,SGX,M1USSC,MZUSSV,MZUSSG,S5FINL,S53NRS,S5MATR,S5INDU,S5INFT,S5COND,S5HLTH,S5TELS,S5CONS,S5RLST,S5UTIL
2001-10-09,1056.75,517.59,539.17,94.46,932.86,1047.17,323.74,212.4,119.11,231.76,282.14,205.83,384.73,186.84,214.63,100.0,161.13
2001-10-10,1080.99,529.61,551.4,97.84,957.18,1084.11,329.3,219.86,122.13,237.77,292.25,212.24,391.11,188.55,217.03,99.19,163.84
2001-10-11,1097.43,538.54,558.95,100.82,970.35,1120.55,333.5,218.96,126.1,243.57,308.68,219.55,387.43,185.57,215.23,99.74,164.49
2001-10-12,1091.65,534.79,556.87,100.26,962.37,1114.46,328.67,219.07,125.35,241.63,311.21,216.73,388.68,183.25,212.67,99.48,163.94
2001-10-15,1089.98,532.71,557.22,100.4,964.4,1117.48,331.49,214.47,124.4,241.74,307.85,216.67,392.98,181.48,211.87,100.0,162.33
2001-10-16,1097.54,537.64,559.92,101.53,972.01,1131.29,336.53,216.44,125.54,241.74,313.48,217.88,393.39,178.7,211.46,98.37,165.63
2001-10-17,1077.09,528.59,548.55,99.15,953.79,1102.56,333.81,215.11,123.46,235.46,299.46,210.91,391.16,176.92,210.16,97.24,164.07
2001-10-18,1068.61,519.83,548.63,98.35,946.93,1092.58,330.54,208.51,122.67,234.9,299.88,208.87,388.74,174.0,211.43,96.78,159.01
2001-10-19,1073.48,520.13,553.11,99.29,954.09,1104.97,326.7,209.49,122.0,235.0,304.07,211.89,390.61,173.67,214.45,94.28,161.32
2001-10-22,1089.9,527.87,561.77,100.68,961.62,1119.66,335.28,212.46,125.19,238.03,312.17,213.62,398.22,170.56,216.69,91.84,159.32
2001-10-23,1084.78,527.28,557.33,100.08,957.42,1113.19,335.28,211.93,125.84,237.09,311.62,215.25,391.9,166.74,215.64,91.35,156.19
2001-10-24,1085.2,525.14,559.78,100.42,954.39,1116.32,335.01,209.86,125.4,237.76,319.25,213.4,390.63,167.08,214.86,88.23,150.64
2001-10-25,1100.09,532.53,567.29,102.73,966.72,1139.66,340.01,213.91,126.17,241.62,328.55,215.87,391.81,166.89,215.86,89.04,154.06
2001-10-26,1104.61,536.78,567.65,103.66,973.03,1151.22,341.67,218.16,127.44,245.77,325.4,217.46,390.85,168.69,217.12,88.59,153.04
2001-10-29,1078.3,524.37,553.76,101.53,958.77,1126.24,332.11,216.96,125.19,237.77,310.06,210.26,387.87,167.51,214.76,90.57,153.0
2001-10-30,1059.79,514.61,544.99,99.45,948.19,1100.84,329.11,210.39,123.52,232.62,303.44,205.47,383.23,163.56,213.2,91.9,150.12
2001-10-31,1059.78,513.07,546.45,100.71,955.44,1117.17,325.55,209.52,122.17,233.12,307.35,208.07,380.6,162.41,212.7,92.68,151.43
2001-11-01,1084.1,523.51,560.26,102.52,968.87,1132.36,331.78,213.72,124.64,239.45,321.8,213.03,385.04,165.35,215.83,94.15,151.22
2001-11-02,1087.2,524.39,562.45,102.17,967.34,1131.01,334.39,209.02,126.33,242.03,322.88,215.47,384.17,164.99,217.37,91.67,148.21
2001-11-05,1102.84,531.4,571.06,103.35,974.71,1144.11,340.16,207.6,126.7,246.35,332.26,220.21,384.95,166.38,218.51,92.72,152.23
2001-11-06,1118.86,537.79,580.62,104.74,985.13,1160.15,345.31,207.03,128.74,249.79,343.43,224.71,387.95,166.83,219.6,94.96,152.35
2001-11-07,1115.8,536.51,578.84,104.74,982.57,1164.59,347.01,207.53,129.33,249.04,343.5,222.28,385.13,165.19,219.32,94.57,150.0
2001-11-08,1118.54,538.67,579.46,104.31,981.55,1154.87,346.98,209.51,128.9,252.01,341.79,225.23,384.05,166.6,216.94,94.31,153.39
2001-11-09,1120.31,539.97,579.95,103.85,979.31,1151.82,345.18,214.34,129.43,252.07,342.42,226.14,382.45,167.63,217.19,93.07,154.35
2001-11-12,1118.33,538.19,579.72,104.27,981.77,1157.79,344.65,212.51,127.99,248.68,345.89,225.34,382.41,165.83,217.08,94.05,155.21
2001-11-13,1139.09,549.23,589.48,106.53,995.69,1185.2,351.57,214.97,131.09,253.97,357.1,231.74,384.73,166.44,218.48,95.32,157.03
2001-11-14,1141.21,548.97,591.81,107.64,1003.39,1197.82,353.34,204.03,133.36,255.95,359.15,236.15,383.16,167.19,220.12,95.8,153.65
2001-11-15,1142.24,547.16,594.53,106.67,999.72,1187.82,352.28,194.96,134.65,258.42,359.0,238.15,384.59,171.96,220.99,97.53,150.96
2001-11-16,1138.65,546.51,591.65,107.14,1003.46,1191.67,348.19,197.81,134.15,257.3,358.2,235.36,386.22,171.69,220.79,96.26,151.52
2001-11-19,1151.06,551.75,598.77,109.04,1012.09,1213.87,353.34,196.9,136.25,260.48,363.52,240.39,390.59,172.09,220.28,96.75,150.63
2001-11-20,1142.66,549.13,593.07,107.86,1007.72,1200.42,351.4,203.7,135.57,258.23,351.69,236.98,393.56,169.76,219.73,95.12,151.91
2001-11-21,1137.03,544.54,591.94,107.56,1004.7,1195.0,349.03,202.03,134.58,256.14,349.46,234.58,398.48,168.66,218.46,95.93,148.62
2001-11-23,1150.34,552.08,597.76,109.08,1016.89,1211.12,354.73,204.84,136.76,259.51,355.15,237.74,399.65,169.6,219.79,96.68,149.76
2001-11-26,1157.42,554.42,602.45,109.9,1018.27,1224.74,357.87,201.09,135.84,261.43,362.12,239.66,401.86,171.18,218.81,96.55,148.12
2001-11-27,1149.5,551.84,597.17,109.93,1015.52,1227.98,356.57,200.54,136.01,260.45,359.77,236.62,398.91,168.54,216.03,95.8,148.69
2001-11-28,1128.52,540.72,587.27,107.66,1006.14,1202.79,347.72,198.39,135.01,254.53,349.16,233.42,395.92,166.75,214.66,95.35,142.81
2001-11-29,1140.2,545.42,594.19,109.72,1020.96,1224.55,351.12,201.06,134.59,256.44,359.19,233.59,398.06,167.17,216.77,96.59,143.4
2001-11-30,1139.45,544.47,594.38,109.36,1016.48,1222.18,348.23,200.73,136.35,254.63,359.73,236.22,398.56,165.33,217.31,96.91,142.61
2001-12-03,1129.9,539.68,589.61,108.5,1012.17,1208.52,342.88,203.14,134.53,250.06,354.71,232.8,399.68,166.65,216.91,95.6,140.72
2001-12-04,1144.8,547.86,596.36,111.27,1029.25,1242.7,347.18,205.92,135.65,253.76,366.84,236.34,397.72,167.18,217.29,97.14,143.76
2001-12-05,1170.35,561.18,608.64,114.62,1045.62,1287.14,353.48,209.94,139.85,258.57,386.36,245.14,396.93,168.97,217.65,97.08,144.24
2001-12-06,1167.1,559.9,606.68,115.34,1051.05,1295.66,355.53,203.17,139.63,259.35,386.26,244.03,396.12,169.7,215.09,97.57,142.35
2001-12-07,1158.31,556.51,601.31,114.97,1051.67,1289.37,354.83,204.78,136.52,257.76,378.83,240.2,396.58,166.31,214.43,97.83,144.47
2001-12-10,1139.93,545.5,593.86,113.34,1038.81,1272.45,349.21,201.89,133.84,253.97,372.7,233.69,391.26,165.01,213.24,96.91,140.95
2001-12-11,1136.76,544.72,591.5,113.54,1037.82,1275.18,350.5,199.19,134.86,254.26,374.62,234.49,384.74,164.55,211.24,97.58,136.31
2001-12-12,1137.07,544.82,591.71,113.54,1035.75,1276.22,349.48,200.3,133.67,254.46,378.01,235.09,379.19,164.45,212.4,95.55,137.35
2001-12-13,1119.38,536.16,582.68,111.85,1025.31,1253.11,344.49,196.41,130.74,252.4,360.16,233.14,376.87,163.58,213.81,94.32,138.75
2001-12-14,1123.09,535.87,586.59,112.08,1034.17,1253.75,342.52,198.91,131.25,253.61,363.33,234.35,378.78,164.23,213.95,95.38,137.06
2001-12-17,1134.36,539.54,594.1,113.71,1047.78,1272.41,345.61,200.25,132.17,256.92,367.72,236.8,382.11,168.74,215.41,96.39,134.75
2001-12-18,1142.92,543.69,598.51,115.05,1057.75,1292.0,349.17,201.41,136.05,262.01,369.59,237.28,383.51,166.97,217.14,96.2,137.51
2001-12-19,1149.56,546.84,602.0,114.55,1055.82,1283.34,354.85,204.75,133.4,265.15,364.27,238.37,386.49,167.26,219.43,95.35,142.72
2001-12-20,1139.93,543.46,595.81,112.5,1046.9,1255.59,353.43,204.13,132.96,264.33,350.77,236.98,387.83,167.54,219.48,95.29,141.83
2001-12-21,1144.89,543.46,600.67,114.77,1062.23,1282.52,351.68,205.86,130.91,266.69,354.76,239.02,389.61,167.47,220.81,95.62,141.09
2001-12-24,1144.65,544.85,598.89,115.38,1066.66,1286.63,351.29,208.3,132.06,266.45,353.17,238.77,389.79,166.88,220.54,96.42,142.4
2001-12-26,1149.37,547.56,600.85,116.61,1074.12,1302.38,352.19,211.71,132.09,266.41,355.31,240.47,390.07,167.15,220.96,97.03,143.83
2001-12-27,1157.13,552.44,603.61,117.28,1079.49,1311.77,354.55,212.53,132.63,268.43,359.1,242.82,389.67,169.72,221.25,96.49,145.76
2001-12-28,1161.02,556.69,603.01,117.89,1080.72,1320.53,357.86,213.5,133.27,268.9,359.78,244.83,390.01,170.05,219.44,97.37,146.3
2001-12-31,1148.08,552.03,594.61,116.6,1073.63,1307.72,355.26,211.3,132.93,265.77,352.7,241.88,385.59,168.11,218.39,97.15,145.88
2002-01-02,1154.67,553.55,599.82,116.44,1070.04,1300.19,354.15,211.01,133.16,266.09,363.03,241.41,384.28,171.43,219.13,97.43,147.8
2002-01-03,1165.27,557.57,606.48,118.31,1080.84,1323.43,356.07,210.05,135.32,265.82,381.59,241.55,381.1,173.74,218.13,98.16,146.47
2002-01-04,1172.51,563.76,607.26,119.49,1090.1,1337.27,361.18,211.43,138.32,268.28,384.57,244.71,380.44,172.57,216.15,97.58,145.85
2002-01-07,1164.89,562.37,600.84,118.15,1080.86,1322.89,358.61,210.65,138.22,263.92,380.21,245.5,378.81,171.03,214.51,97.37,146.92
2002-01-08,1160.71,557.11,602.22,118.85,1086.16,1331.38,353.99,209.76,135.73,262.19,383.03,245.0,377.8,170.22,214.67,96.92,145.08
2002-01-09,1155.14,554.61,599.15,118.28,1081.3,1325.87,355.81,208.23,135.23,260.61,382.14,241.47,377.18,165.29,214.05,96.67,144.63
2002-01-10,1156.55,554.25,601.02,118.2,1081.44,1327.93,357.46,207.96,132.19,260.31,379.49,242.08,381.64,166.24,214.33,96.37,145.19
2002-01-11,1145.6,546.85,597.68,116.83,1072.7,1311.75,353.82,204.06,131.16,255.87,374.66,238.59,382.85,164.81,214.93,96.44,143.55
2002-01-14,1138.4,542.95,594.44,114.87,1060.25,1288.92,350.69,203.0,127.29,254.67,370.03,236.41,383.13,164.02,216.0,97.01,144.17
2002-01-15,1146.19,547.12,598.0,115.35,1066.5,1289.65,357.56,206.81,126.93,254.57,372.14,237.89,382.34,164.1,217.66,96.67,144.57
2002-01-16,1127.57,537.25,589.36,113.0,1055.06,1257.24,353.17,201.92,123.6,248.66,360.73,234.01,381.55,161.59,216.66,96.02,144.15
2002-01-17,1138.88,540.8,597.29,114.14,1064.61,1271.92,356.56,202.35,124.44,252.12,371.54,235.84,381.1,161.72,218.32,95.38,141.8
2002-01-18,1127.58,537.58,589.01,112.39,1053.21,1251.35,355.48,200.98,124.2,252.69,358.14,234.45,378.51,159.35,218.62,94.9,141.67
2002-01-22,1119.31,533.2,585.17,111.12,1047.55,1233.22,354.92,199.71,124.88,252.34,343.79,234.19,384.2,155.78,219.44,95.18,139.43
2002-01-23,1128.18,537.93,589.26,113.0,1061.35,1253.72,354.93,205.01,126.99,250.68,349.66,237.47,386.99,158.61,218.4,95.22,140.14
2002-01-24,1132.15,541.62,589.37,113.84,1065.27,1266.79,356.51,206.84,130.15,252.76,355.5,237.15,381.95,158.84,217.21,94.26,140.7
2002-01-25,1133.28,542.64,589.43,113.81,1068.08,1264.09,357.66,208.35,133.1,256.1,355.26,235.09,379.99,157.18,218.58,93.98,140.41
2002-01-28,1133.06,541.7,590.24,113.93,1073.22,1264.33,355.15,207.04,132.82,255.39,357.15,237.57,377.88,158.25,219.08,93.85,139.4
2002-01-29,1100.64,523.45,576.35,112.0,1059.67,1241.51,339.03,201.85,130.99,244.62,345.57,233.04,373.56,153.72,215.39,92.73,135.07
2002-01-30,1113.57,527.31,585.63,113.2,1071.55,1250.7,342.89,204.17,132.05,247.64,352.21,237.03,377.4,151.98,217.55,93.17,134.92
2002-01-31,1130.2,536.15,593.31,114.03,1077.17,1264.34,348.95,207.27,135.43,251.66,357.53,239.72,381.61,154.42,220.68,92.77,137.2
2002-02-01,1122.19,532.08,589.42,113.52,1072.86,1258.27,345.01,208.12,134.6,250.5,351.75,237.09,382.29,152.04,220.83,92.77,138.15
2002-02-04,1094.44,516.15,577.87,111.13,1060.03,1219.07,333.55,204.22,133.14,240.65,342.7,232.24,374.8,145.05,220.83,93.18,135.53
2002-02-05,1090.02,510.37,579.58,110.48,1059.26,1206.37,331.38,203.22,131.92,240.09,339.3,231.72,378.01,141.28,222.42,92.1,132.9
2002-02-06,1083.51,507.18,576.27,109.04,1050.36,1185.04,328.15,205.55,131.83,242.72,336.45,230.91,373.49,137.41,220.77,91.35,130.96
2002-02-07,1080.17,509.61,570.12,108.09,1043.78,1172.05,329.98,202.2,131.88,243.77,327.99,232.18,370.8,141.29,220.21,91.11,131.93
2002-02-08,1096.22,519.37,576.21,110.22,1059.67,1194.65,338.94,202.72,134.38,246.18,332.67,236.81,375.22,145.28,219.92,91.7,132.43
2002-02-11,1111.93,526.67,584.62,111.5,1069.81,1212.37,341.93,205.32,138.37,250.52,341.95,241.3,378.61,144.37,221.16,92.48,133.8
2002-02-12,1107.5,523.98,582.93,111.71,1069.7,1216.04,339.83,204.01,137.41,248.55,337.05,240.23,382.27,143.53,222.02,91.61,134.86
2002-02-13,1118.51,528.71,589.25,112.73,1079.02,1226.88,345.06,205.12,138.31,250.55,342.92,243.18,383.42,143.72,223.09,91.99,135.65
2002-02-14,1116.48,528.06,587.84,111.54,1072.63,1212.29,345.78,206.33,137.54,249.85,340.21,243.68,381.14,142.56,224.09,92.47,135.04
2002-02-15,1104.18,522.34,581.26,110.79,1073.87,1198.15,339.37,206.84,139.07,248.32,329.38,240.28,382.04,140.99,225.66,93.33,133.1
2002-02-19,1083.34,512.27,570.51,108.28,1061.76,1167.26,330.67,204.74,136.44,244.83,319.04,236.07,376.88,138.85,223.72,91.68,131.45
2002-02-20,1097.98,518.29,579.23,109.89,1075.57,1181.46,335.57,204.78,138.19,249.87,321.88,239.69,383.19,142.05,226.72,92.9,130.96
2002-02-21,1080.95,512.65,567.6,107.91,1062.98,1160.01,330.47,206.39,139.19,249.24,306.14,237.15,380.26,137.6,224.46,91.99,130.74
2002-02-22,1089.84,516.57,572.6,108.99,1078.67,1168.35,330.12,212.74,140.59,251.31,306.78,238.46,383.32,139.95,228.77,93.46,132.22
2002-02-25,1109.43,526.78,581.88,110.17,1085.23,1180.98,338.2,215.24,141.13,257.46,317.87,242.47,382.04,144.36,231.2,93.86,131.92
2002-02-26,1109.38,528.14,580.34,111.14,1092.01,1190.86,339.39,214.14,141.79,257.23,315.83,243.77,381.81,144.09,230.55,93.48,133.7
2002-02-27,1109.89,530.36,578.43,111.4,1096.98,1195.27,341.98,214.54,142.2,258.69,311.92,243.14,383.7,144.62,229.45,93.65,134.37
2002-02-28,1106.73,530.31,575.19,110.63,1094.46,1182.27,343.38,215.44,142.16,257.5,307.34,242.59,382.58,144.47,229.47,93.31,133.54
2002-03-01,1131.78,540.13,590.6,113.01,1109.83,1209.77,347.65,218.68,144.1,263.64,324.66,246.93,388.1,147.2,232.8,94.14,135.99
2002-03-04,1153.84,554.32,598.1,116.16,1129.02,1248.07,359.1,221.78,148.46,271.54,336.27,250.69,388.87,147.56,231.34,95.25,138.87
2002-03-05,1146.13,551.72,592.9,115.83,1127.53,1248.77,359.35,221.19,144.34,268.48,338.99,245.61,382.15,146.31,229.0,96.57,141.79
2002-03-06,1162.77,561.72,599.32,117.56,1143.59,1266.55,365.11,225.39,146.88,274.9,341.7,248.34,387.69,150.37,229.71,97.08,144.67
2002-03-07,1157.54,558.86,596.98,117.62,1144.74,1269.06,362.45,225.38,146.08,272.0,340.02,248.74,387.05,148.81,227.95,97.0,145.67
2002-03-08,1164.31,560.71,602.03,118.8,1150.05,1289.48,364.05,224.19,144.74,272.18,350.59,250.88,384.72,148.61,228.51,96.81,145.25
2002-03-11,1168.26,564.41,602.1,119.23,1151.83,1294.81,366.08,227.46,145.39,274.83,349.26,251.23,385.85,149.33,228.1,96.12,146.0
2002-03-12,1165.58,563.14,600.71,118.54,1150.27,1285.18,367.02,229.73,145.93,273.59,342.26,250.58,387.39,148.5,230.12,96.39,144.67
2002-03-13,1154.09,557.39,594.99,117.37,1145.77,1269.91,363.91,227.17,143.77,268.81,333.37,249.43,390.27,147.11,228.81,95.81,143.33
2002-03-14,1153.04,557.18,594.12,117.76,1150.77,1270.37,364.53,226.92,145.49,269.26,329.99,249.46,390.4,145.99,229.6,97.04,143.38
2002-03-15,1166.15,563.62,600.77,118.2,1156.72,1273.53,371.59,229.09,147.08,269.61,332.33,253.93,394.86,146.65,232.76,97.09,143.8
2002-03-18,1165.55,564.24,599.46,119.17,1163.04,1284.78,369.52,230.48,147.48,269.35,332.62,254.82,393.05,146.67,232.15,96.47,145.72
2002-03-19,1170.29,566.21,602.25,119.8,1167.71,1288.01,371.4,231.51,148.88,270.67,334.27,255.38,393.19,145.99,234.65,96.71,146.34
2002-03-20,1151.85,559.58,590.25,118.33,1159.01,1268.17,365.19,229.19,148.39,266.44,323.36,253.66,384.24,145.04,233.8,96.46,146.37
2002-03-21,1153.59,558.9,592.81,119.87,1166.47,1285.01,365.17,229.45,145.9,261.51,331.0,250.37,386.22,144.52,235.4,97.08,150.18
2002-03-22,1148.69,555.68,591.23,119.22,1161.56,1277.25,365.66,226.45,144.65,261.85,326.5,249.23,385.86,141.92,236.74,96.95,149.41
2002-03-25,1131.87,547.8,582.28,117.65,1150.55,1256.83,359.73,224.14,143.11,256.56,319.11,245.49,381.67,140.53,235.23,96.66,148.79
2002-03-26,1138.49,550.66,586.07,118.9,1163.11,1264.83,363.21,226.83,145.31,258.99,321.46,245.34,381.78,140.76,237.42,96.6,147.43
2002-03-27,1144.58,555.93,586.66,120.01,1174.64,1274.39,367.03,230.05,147.9,260.87,320.89,247.2,382.46,140.11,237.2,96.84,149.44
2002-03-28,1147.39,556.99,588.43,120.4,1174.07,1284.63,365.79,229.74,146.84,261.35,326.35,246.95,383.14,141.35,236.99,96.29,149.43
2002-04-01,1146.55,555.01,589.72,120.14,1170.13,1280.94,363.75,230.43,146.13,260.18,331.54,243.65,384.17,140.55,236.67,96.82,149.06
2002-04-02,1136.77,554.24,580.34,119.17,1167.38,1262.03,364.89,232.72,145.57,258.6,318.49,240.94,381.45,139.67,236.65,97.27,150.4
2002-04-03,1125.4,548.08,575.22,118.06,1159.2,1245.55,361.18,228.87,143.31,255.01,314.16,238.83,379.6,139.94,234.75,96.95,149.05
2002-04-04,1126.34,548.5,575.74,118.48,1163.7,1247.33,363.41,224.75,141.67,257.77,315.6,241.09,371.99,139.94,237.15,97.42,149.28
2002-04-05,1122.73,548.77,571.67,118.24,1166.54,1241.46,365.64,222.25,143.7,258.29,309.15,243.24,368.39,138.62,236.73,98.14,148.57
2002-04-08,1125.29,550.47,572.49,119.49,1180.22,1251.15,366.99,225.15,143.79,258.6,308.06,245.15,369.01,136.36,237.85,99.07,149.18
2002-04-09,1117.8,548.32,567.01,119.29,1184.14,1244.98,369.08,222.52,143.79,257.99,297.99,245.99,368.3,130.81,238.9,99.26,147.86
2002-04-10,1130.46,552.85,575.28,121.25,1204.55,1261.22,370.21,224.83,147.22,262.61,301.61,248.04,373.99,130.94,243.14,100.32,150.1
2002-04-11,1103.69,540.15,561.22,119.54,1191.53,1236.84,360.78,221.85,145.65,251.27,292.54,243.22,369.19,124.26,240.81,99.62,147.45
2002-04-12,1111.01,542.43,566.37,121.82,1211.42,1258.7,364.88,215.17,145.21,252.23,297.26,246.62,370.69,126.93,241.79,100.82,147.38
2002-04-15,1102.55,539.31,560.95,121.44,1203.5,1259.14,359.93,218.78,143.98,246.08,296.39,244.95,371.23,125.37,238.95,99.75,145.54
2002-04-16,1128.37,552.89,573.05,123.89,1220.78,1290.71,367.6,222.45,146.79,251.25,310.39,247.85,375.43,135.18,241.53,98.56,147.8
2002-04-17,1126.07,554.64,568.72,123.16,1212.56,1283.97,369.32,223.98,147.17,249.76,310.78,246.62,370.02,134.76,239.97,97.48,149.78
2002-04-18,1124.47,551.76,570.22,123.07,1209.44,1281.92,367.78,224.9,145.53,248.54,309.02,245.84,376.19,132.07,239.11,97.73,150.55
2002-04-19,1125.17,551.87,570.82,122.67,1209.65,1279.07,367.91,225.75,145.98,248.08,309.01,247.29,375.47,128.75,241.44,96.43,150.95
2002-04-22,1107.83,542.36,563.13,121.14,1196.85,1258.83,362.75,222.71,142.1,243.51,302.49,243.7,370.82,121.99,242.15,94.64,150.88
2002-04-23,1100.96,540.24,558.27,120.97,1195.76,1252.71,360.9,221.96,140.6,243.15,295.63,244.19,365.75,122.59,242.62,93.77,152.22
2002-04-24,1093.14,536.38,554.33,120.35,1191.37,1244.17,359.17,217.4,139.58,241.83,290.34,243.01,364.79,123.33,242.18,94.03,151.1
2002-04-25,1091.48,534.3,554.88,120.52,1197.48,1243.18,355.75,219.29,138.87,239.32,292.23,243.16,366.41,124.54,241.39,93.87,147.33
2002-04-26,1076.32,528.69,545.18,118.75,1186.51,1223.09,353.97,217.27,139.4,236.06,281.59,239.13,363.52,122.05,240.14,93.63,144.65
2002-04-29,1065.45,521.26,541.98,118.17,1185.36,1211.83,350.98,216.68,136.96,231.56,282.5,235.68,357.86,116.72,239.93,93.46,144.39
2002-04-30,1076.92,528.53,545.99,120.49,1205.05,1235.21,355.53,218.01,139.76,236.87,285.9,236.88,359.14,118.82,241.38,94.13,146.44
2002-05-01,1086.46,534.37,549.56,120.56,1207.78,1233.67,357.49,220.75,140.26,238.52,283.97,240.68,364.31,123.24,244.96,95.32,145.91
2002-05-02,1084.56,536.2,545.56,120.68,1216.46,1230.2,361.37,222.61,142.82,239.23,275.36,240.21,362.92,121.81,246.91,96.44,145.17
2002-05-03,1073.43,533.04,537.39,120.12,1216.94,1223.03,359.27,223.19,143.48,238.87,267.01,237.3,359.06,119.01,245.14,95.97,145.04
2002-05-06,1052.67,522.07,527.72,117.68,1200.01,1195.05,351.36,215.9,142.62,233.05,259.93,232.12,353.85,117.02,244.77,95.08,144.1
2002-05-07,1049.49,520.64,525.96,116.59,1195.97,1180.99,349.45,215.8,143.86,233.12,260.28,234.41,347.5,116.04,244.28,95.01,141.36
2002-05-08,1088.85,535.68,550.62,119.65,1206.6,1223.15,359.48,220.54,145.35,242.93,290.84,239.24,357.05,121.18,244.31,95.16,142.46
2002-05-09,1073.01,529.78,540.53,117.95,1192.53,1200.36,356.01,217.77,145.74,237.7,280.93,236.74,352.53,118.73,244.09,94.0,141.46
2002-05-10,1054.99,521.61,530.65,116.1,1176.16,1181.32,350.83,216.99,144.92,233.36,270.51,232.41,349.22,114.34,243.94,93.99,138.76
2002-05-13,1074.56,530.27,541.61,117.59,1187.81,1201.1,356.8,222.11,146.03,235.51,283.03,235.71,352.94,118.35,246.03,94.42,138.05
2002-05-14,1097.28,539.79,554.92,120.6,1208.63,1236.04,362.44,223.39,148.03,240.94,297.16,243.45,357.99,121.34,244.93,95.71,138.93
2002-05-15,1091.07,538.03,550.36,120.83,1210.85,1240.45,361.15,219.25,148.36,240.3,296.67,243.87,351.45,122.04,243.27,96.27,136.79
2002-05-16,1098.23,541.3,554.26,119.48,1199.2,1230.89,364.64,222.09,147.67,242.54,300.83,245.36,348.48,125.63,244.73,96.05,133.59
2002-05-17,1106.59,543.11,561.01,119.81,1202.03,1235.96,366.62,221.21,148.35,246.91,303.02,247.4,356.81,124.24,244.95,96.44,131.84
2002-05-20,1091.88,537.09,552.24,118.37,1192.92,1217.26,360.04,218.69,147.35,243.21,295.11,245.72,353.17,122.62,242.71,96.34,134.69
2002-05-21,1079.88,533.53,543.61,116.44,1179.69,1196.24,357.66,218.16,147.41,240.06,287.02,240.74,350.69,123.44,241.22,95.59,135.57
2002-05-22,1086.02,535.9,547.41,116.17,1178.37,1190.3,357.68,221.46,148.0,240.35,290.37,239.95,353.07,124.24,243.75,95.49,139.16
2002-05-23,1097.08,542.44,551.82,118.06,1193.8,1207.37,361.13,223.48,150.05,245.19,293.07,241.02,357.21,127.55,243.86,96.79,140.36
2002-05-24,1083.82,537.19,543.72,116.51,1183.36,1189.4,358.56,220.85,148.49,242.46,285.44,239.8,352.41,124.7,241.77,97.18,140.14
2002-05-28,1074.55,533.1,538.51,116.14,1179.04,1185.7,354.65,219.04,147.64,239.6,282.87,236.52,351.23,125.97,239.21,97.68,139.57
2002-05-29,1067.66,530.21,534.49,114.87,1172.52,1171.2,354.6,219.85,146.34,236.73,276.6,235.46,352.42,124.24,239.34,97.65,134.99
2002-05-30,1064.66,527.11,534.74,114.64,1171.97,1168.86,353.07,215.88,145.16,236.14,278.98,233.7,351.93,123.76,240.27,97.13,133.08
2002-05-31,1067.14,529.34,534.9,114.81,1173.71,1170.19,354.35,218.21,146.21,237.21,274.82,236.3,351.7,123.14,243.36,97.18,132.79
2002-06-03,1040.68,516.81,520.97,111.43,1149.73,1132.06,346.68,214.0,143.42,229.53,265.07,231.75,342.11,120.15,240.31,96.72,127.67
2002-06-04,1040.69,514.48,523.53,111.04,1145.24,1128.1,344.4,213.85,142.64,228.56,270.91,229.93,339.55,121.0,240.71,97.27,129.48
2002-06-05,1049.9,517.13,530.26,111.36,1148.2,1131.45,347.39,214.01,144.34,231.19,274.6,232.73,342.13,120.83,243.8,96.57,127.6
2002-06-06,1029.15,507.63,518.98,109.24,1129.62,1106.03,341.19,212.29,141.95,226.75,268.24,228.52,333.74,116.56,239.96,96.12,124.35
2002-06-07,1027.53,508.53,516.3,110.32,1140.94,1115.96,341.51,214.09,141.92,227.48,261.01,229.25,335.07,117.8,239.91,95.71,123.95
2002-06-10,1030.74,509.24,518.88,110.15,1139.27,1113.65,343.65,210.95,142.28,228.46,259.39,231.81,340.08,116.87,239.88,96.8,124.14
2002-06-11,1013.6,502.1,508.8,108.33,1128.28,1092.18,337.17,209.62,140.47,225.73,253.79,229.73,328.1,113.91,239.2,96.88,123.43
2002-06-12,1020.26,503.52,514.19,108.15,1129.44,1087.54,338.62,211.71,141.56,227.95,260.51,228.58,326.46,114.99,240.69,96.99,124.69
2002-06-13,1009.56,498.4,508.63,106.66,1115.01,1074.17,331.32,211.23,139.62,226.4,256.09,225.08,327.94,113.96,238.48,97.29,125.91
2002-06-14,1007.27,496.84,507.95,107.12,1118.94,1080.7,334.26,210.37,138.93,224.78,256.16,223.52,328.13,111.2,237.07,96.93,124.8
2002-06-17,1036.17,512.72,520.74,110.22,1143.17,1112.62,348.9,215.92,141.44,230.73,264.84,229.54,335.97,113.8,240.49,97.77,126.9
2002-06-18,1037.14,514.47,519.83,109.83,1143.39,1109.68,350.23,215.19,142.43,232.98,262.09,229.92,336.72,113.94,240.01,96.38,128.1
2002-06-19,1019.99,506.5,510.66,108.36,1131.45,1088.92,345.68,212.15,141.6,230.01,250.32,227.96,333.99,108.19,239.45,96.23,126.81
2002-06-20,1006.29,500.22,503.22,107.19,1128.98,1072.5,339.75,213.4,142.31,228.13,243.6,222.49,329.82,107.35,239.52,96.6,124.25
2002-06-21,989.14,495.59,490.38,106.98,1133.8,1063.95,336.24,211.91,139.79,223.56,237.23,218.08,318.68,108.32,236.79,96.63,124.84
2002-06-24,992.72,495.19,494.36,106.68,1129.65,1059.84,336.23,213.61,140.51,224.91,242.8,219.74,319.44,107.06,233.67,96.46,122.62
