Date,SPX,SVX,SGX,M1USSC,MZUSSV,MZUSSG,S5FINL,S53NRS,S5MATR,S5INDU,S5INFT,S5COND,S5HLTH,S5TELS,S5CONS,S5RLST,S5UTIL
2003-09-11,1016.42,494.06,518.96,122.37,1212.57,1273.53,340.44,200.47,139.82,225.51,295.47,224.52,334.65,104.3,209.45,95.24,108.53
2003-09-12,1018.63,494.9,520.34,122.76,1216.69,1277.24,340.8,199.78,142.21,225.82,296.98,224.45,335.41,104.81,209.42,95.25,109.26
2003-09-15,1014.81,492.23,519.23,122.37,1214.15,1273.35,339.81,198.58,141.12,225.39,294.53,224.81,334.48,103.65,209.1,94.74,108.65
2003-09-16,1029.32,499.16,526.76,124.45,1229.33,1294.3,345.16,199.48,142.11,229.12,302.88,228.44,336.65,105.11,209.84,95.04,109.62
2003-09-17,1025.97,497.4,525.2,124.58,1225.27,1296.93,344.88,195.92,140.02,228.01,301.1,227.62,335.95,105.69,210.86,94.06,109.03
2003-09-18,1039.58,505.1,531.02,125.64,1236.12,1305.44,353.09,197.23,141.2,230.57,306.64,229.33,337.5,107.04,212.67,94.88,110.63
2003-09-19,1036.3,503.94,528.89,125.84,1239.23,1307.0,352.47,198.0,141.5,229.77,306.69,228.21,333.83,106.05,211.88,95.44,110.89
2003-09-22,1022.82,497.68,521.7,124.04,1227.77,1287.88,348.32,197.16,139.23,226.65,300.52,224.82,330.26,104.88,209.9,95.1,109.81
2003-09-23,1029.03,499.46,526.17,125.43,1237.41,1302.01,350.47,198.08,139.9,227.16,304.43,227.24,332.02,101.91,211.34,95.86,110.33
2003-09-24,1009.38,490.76,515.25,122.38,1218.73,1269.42,344.55,198.3,137.73,222.69,293.52,222.47,326.56,99.61,209.38,94.69,109.3
2003-09-25,1003.27,487.65,512.26,119.79,1198.0,1239.59,342.91,197.52,135.58,220.37,290.86,221.3,323.77,99.6,209.47,94.71,109.36
2003-09-26,996.85,484.11,509.42,117.64,1182.79,1212.76,340.99,195.59,134.82,218.67,288.63,218.63,322.24,99.18,208.64,94.29,110.24
2003-09-29,1006.58,488.49,514.76,119.24,1198.05,1230.54,344.56,196.6,136.75,220.91,294.37,219.18,324.89,99.53,209.49,94.96,111.43
2003-09-30,995.97,484.92,507.69,118.39,1189.18,1220.39,341.8,195.65,135.01,218.29,286.32,218.1,323.85,99.12,207.96,95.39,110.76
2003-10-01,1018.22,495.57,519.22,120.99,1217.93,1246.28,350.95,199.47,137.14,223.17,293.73,223.96,329.44,100.51,211.99,96.26,111.85
2003-10-02,1020.24,496.95,519.85,122.12,1222.98,1258.9,351.23,200.23,137.94,223.68,293.26,224.73,330.96,100.77,212.4,96.9,112.46
2003-10-03,1029.85,501.58,524.79,124.44,1239.73,1283.7,353.03,201.38,139.33,225.72,302.13,227.42,328.88,102.15,213.29,98.12,112.69
2003-10-06,1034.35,504.82,526.0,125.7,1246.84,1296.57,355.31,202.8,139.75,226.14,303.85,228.89,328.17,103.09,214.31,99.68,112.9
2003-10-07,1039.25,507.36,528.34,126.74,1252.34,1308.38,357.62,203.81,140.31,226.63,306.63,230.02,327.83,102.97,215.98,99.09,112.38
2003-10-08,1033.78,504.82,525.42,125.75,1245.68,1297.68,356.77,202.38,140.95,225.38,305.08,228.35,326.06,100.34,215.04,99.25,111.95
2003-10-09,1038.73,507.69,527.47,127.06,1256.95,1310.31,358.16,202.01,141.3,226.81,307.18,231.85,326.59,100.08,215.4,99.53,112.2
2003-10-10,1038.06,508.18,526.28,126.9,1253.15,1307.42,357.8,203.65,140.8,224.82,308.5,232.08,325.74,100.16,214.72,99.41,111.9
2003-10-13,1045.35,512.92,528.76,128.71,1268.13,1326.58,363.33,204.35,142.73,225.52,310.54,234.24,326.47,99.2,215.85,99.79,112.21
2003-10-14,1049.48,515.13,530.67,129.5,1275.2,1333.94,365.66,204.73,143.16,227.3,310.68,235.49,328.03,98.36,216.67,99.54,112.68
2003-10-15,1046.76,513.5,529.59,128.39,1267.59,1321.03,364.26,202.4,142.87,226.55,312.08,234.19,325.91,99.64,216.29,99.36,111.46
2003-10-16,1050.07,515.31,531.07,129.03,1270.36,1328.7,365.12,204.25,143.82,227.04,312.03,235.29,327.78,100.6,216.49,99.83,111.75
2003-10-17,1039.32,510.04,525.63,126.73,1255.3,1303.82,361.76,202.9,142.24,225.15,307.07,231.8,324.82,99.86,215.3,98.45,111.25
2003-10-20,1044.68,511.6,529.46,127.1,1257.16,1306.33,362.19,202.83,143.04,226.56,310.63,232.54,326.28,101.65,216.0,98.75,111.61
2003-10-21,1046.03,510.88,531.56,128.29,1260.31,1321.91,361.45,202.9,143.29,226.3,312.92,232.06,329.53,99.92,215.82,98.4,111.65
2003-10-22,1030.36,504.39,522.4,125.61,1236.36,1290.49,356.59,199.01,140.62,223.54,306.93,229.42,319.61,100.81,214.31,97.48,111.61
2003-10-23,1033.77,506.65,523.51,124.93,1234.73,1282.48,359.77,199.76,141.77,223.79,304.51,230.18,323.62,100.74,215.06,95.88,111.33
2003-10-24,1028.9,505.43,519.85,124.3,1228.05,1275.28,358.39,199.67,141.31,223.62,298.49,229.64,324.31,101.39,214.27,95.22,111.49
2003-10-27,1031.13,506.88,520.6,126.25,1245.99,1293.45,358.16,199.07,142.27,223.82,300.55,232.24,323.68,101.81,213.94,96.17,111.4
2003-10-28,1046.79,513.27,529.85,128.77,1260.97,1321.82,362.94,200.04,143.75,226.28,309.46,237.43,326.96,102.05,216.62,95.53,111.37
2003-10-29,1048.11,515.21,529.19,130.27,1271.37,1337.25,363.9,199.15,145.49,228.28,309.45,237.35,325.15,102.6,217.14,96.68,111.43
2003-10-30,1046.94,514.96,528.27,130.13,1272.14,1333.98,363.75,194.41,147.74,229.99,309.41,237.66,322.47,102.26,217.14,97.32,111.9
2003-10-31,1050.71,517.07,529.91,129.86,1271.14,1331.2,364.43,197.23,147.31,230.49,309.6,237.5,325.99,103.58,218.01,96.91,111.65
2003-11-03,1059.02,521.63,533.6,132.09,1290.55,1353.9,368.67,196.76,147.72,231.07,316.48,239.35,325.01,103.67,218.88,97.86,112.7
2003-11-04,1053.25,519.46,529.99,132.19,1293.26,1355.58,367.02,195.73,147.65,231.37,314.31,237.83,321.45,102.39,218.37,96.57,111.61
2003-11-05,1051.81,518.2,529.85,132.54,1292.56,1358.19,365.52,195.39,146.84,230.74,315.08,237.39,322.52,101.77,217.59,95.93,111.56
2003-11-06,1058.05,520.8,533.49,133.35,1302.4,1367.37,367.32,195.67,147.14,232.04,319.31,239.27,323.57,100.6,219.2,96.89,111.26
2003-11-07,1053.21,518.7,530.74,133.54,1301.91,1370.4,364.08,195.16,147.87,230.89,317.48,239.97,320.47,99.98,219.45,96.91,110.57
2003-11-10,1047.11,515.96,527.4,131.31,1285.42,1344.0,363.76,194.92,146.0,229.47,313.5,237.77,318.03,100.72,218.67,96.08,110.53
2003-11-11,1046.57,515.52,527.3,130.27,1278.6,1331.83,363.36,195.35,145.67,228.8,312.93,237.12,319.38,100.66,218.88,95.75,110.41
2003-11-12,1058.56,520.13,534.7,133.31,1300.1,1365.57,365.22,196.08,147.55,232.47,319.77,239.3,324.14,101.38,220.58,96.64,110.5
2003-11-13,1058.41,519.85,534.83,133.55,1302.26,1369.51,364.69,198.07,147.25,232.16,317.54,237.99,332.56,100.32,217.98,96.83,110.65
2003-11-14,1050.35,514.83,531.86,131.39,1290.58,1346.69,360.05,197.18,146.62,229.79,311.1,236.05,336.24,100.97,217.01,97.47,110.42
2003-11-17,1043.63,511.4,528.6,129.62,1278.99,1328.1,358.57,195.0,145.52,228.67,307.31,233.54,335.06,100.55,217.25,96.92,109.17
2003-11-18,1034.15,505.92,524.66,128.39,1271.61,1314.55,354.78,193.39,144.98,228.37,302.67,230.4,333.97,99.24,215.93,96.28,107.56
2003-11-19,1042.44,509.06,529.81,129.05,1279.54,1321.09,356.56,194.34,145.31,231.54,306.37,231.86,336.9,99.18,217.32,96.01,108.91
2003-11-20,1033.65,505.69,524.39,128.43,1271.41,1316.6,353.96,193.76,144.05,229.77,302.1,231.15,332.08,98.74,216.13,95.07,108.48
2003-11-21,1035.28,507.76,523.9,128.88,1277.98,1320.36,355.88,193.04,144.43,228.76,304.35,232.43,328.32,100.01,216.49,94.37,108.61
2003-11-24,1052.08,514.82,533.62,132.18,1304.29,1355.34,359.69,194.28,146.34,231.85,313.01,237.21,333.82,101.1,219.2,95.24,109.91
2003-11-25,1053.89,517.75,532.42,133.09,1313.71,1364.82,360.98,195.66,148.43,233.32,310.93,238.85,331.88,102.26,219.6,96.55,110.51
2003-11-26,1058.45,520.71,533.98,133.8,1319.29,1369.64,363.41,197.53,150.13,233.64,313.35,239.32,331.86,102.47,219.77,97.26,111.17
2003-11-28,1058.2,520.62,533.82,134.46,1318.67,1378.69,362.82,196.96,150.35,233.63,314.39,239.51,330.72,102.27,219.85,96.8,111.24
2003-12-01,1070.13,526.36,539.97,136.4,1336.6,1399.45,366.92,198.72,154.96,236.74,318.38,241.62,336.63,102.66,220.07,98.02,112.06
2003-12-02,1066.62,525.43,537.38,136.04,1335.09,1396.21,366.05,199.97,154.83,236.74,316.52,239.55,336.72,102.33,218.21,97.55,111.9
2003-12-03,1064.73,524.62,536.29,134.48,1325.8,1373.5,365.27,199.48,155.96,237.29,314.56,238.77,337.04,101.95,217.95,97.6,111.72
2003-12-04,1069.72,527.05,538.84,134.0,1326.95,1365.14,365.84,203.52,157.36,237.44,317.87,237.91,337.58,104.17,218.68,97.38,112.27
2003-12-05,1061.5,523.01,534.7,132.8,1319.94,1349.07,362.94,203.91,155.69,236.0,312.06,235.46,335.46,104.58,218.61,97.28,112.43
2003-12-08,1069.3,527.09,538.37,133.68,1335.0,1351.91,366.68,206.43,158.19,237.98,313.78,236.74,338.18,104.08,219.45,97.69,113.18
2003-12-09,1060.18,523.42,532.93,131.41,1320.73,1327.24,363.18,207.27,158.41,238.14,305.91,236.17,336.71,102.62,217.83,98.08,112.21
2003-12-10,1059.05,522.33,532.91,129.95,1310.19,1310.17,361.74,207.55,156.12,237.83,307.87,234.53,335.04,103.99,218.1,98.55,112.21
2003-12-11,1071.21,528.46,538.9,133.22,1335.2,1348.29,365.13,208.4,158.02,241.65,313.12,238.3,339.07,105.11,218.62,98.58,112.77
2003-12-12,1074.14,530.76,539.48,134.13,1344.73,1357.0,366.59,210.11,159.19,241.8,313.73,239.33,339.39,104.43,219.29,98.87,113.02
2003-12-15,1068.04,527.6,536.57,131.53,1325.22,1328.01,364.68,207.91,158.61,241.8,309.51,237.81,338.39,104.69,218.35,97.95,113.06
2003-12-16,1075.13,531.05,540.19,131.92,1332.01,1327.83,368.09,211.16,158.78,243.79,311.2,237.82,340.11,105.04,220.3,98.75,113.56
2003-12-17,1076.48,532.05,540.53,132.3,1335.32,1328.71,367.24,213.22,159.66,244.28,309.73,239.62,340.87,106.04,220.3,98.7,114.21
2003-12-18,1089.17,538.89,546.32,134.31,1350.19,1352.36,370.52,218.33,161.36,246.52,316.02,242.91,343.51,107.24,221.13,99.18,115.44
2003-12-19,1088.66,539.41,545.26,134.57,1352.26,1351.48,371.61,218.35,161.14,246.9,314.08,243.68,343.26,107.1,220.26,99.17,115.84
2003-12-22,1092.94,542.3,546.61,135.42,1360.49,1356.33,373.42,218.44,162.82,248.57,315.17,245.01,342.72,107.55,221.17,99.4,116.78
2003-12-23,1096.02,543.46,548.53,136.46,1369.43,1369.06,374.22,218.03,162.91,248.97,317.87,245.27,343.53,108.14,221.16,99.23,117.44
2003-12-24,1094.04,542.57,547.44,135.96,1365.76,1364.68,373.59,219.58,162.39,247.83,317.15,244.35,344.26,107.43,220.24,99.49,117.29
2003-12-26,1095.89,543.57,548.28,136.52,1370.73,1369.9,373.97,220.52,163.7,247.69,317.88,244.98,344.59,107.46,220.66,99.39,117.3
2003-12-29,1109.48,550.39,555.0,138.52,1387.12,1393.49,378.66,223.4,166.46,249.75,323.27,247.57,348.54,109.7,222.53,100.09,118.38
2003-12-30,1109.64,551.0,554.54,138.95,1390.08,1398.24,379.35,223.94,165.08,248.86,322.84,247.43,348.75,110.85,222.62,100.13,118.77
2003-12-31,1111.92,551.93,555.89,137.32,1373.2,1384.55,379.82,224.14,165.34,249.74,322.66,248.7,349.66,111.32,223.5,99.63,118.39
2004-01-02,1108.48,550.29,554.1,138.02,1378.44,1393.08,377.82,222.89,164.33,249.01,322.66,246.68,351.22,111.64,221.59,99.39,118.34
2004-01-05,1122.22,556.94,561.14,139.99,1387.69,1419.3,380.89,227.79,167.45,251.93,331.1,248.64,352.97,115.16,222.16,99.57,118.34
2004-01-06,1123.67,557.35,562.18,140.34,1387.75,1426.77,381.19,226.66,165.9,251.08,332.71,249.78,353.2,116.36,222.79,100.16,118.03
2004-01-07,1126.33,557.69,564.51,141.21,1393.57,1438.2,381.73,224.59,165.17,251.58,335.54,250.72,355.97,115.71,221.77,99.36,118.93
2004-01-08,1131.92,561.2,566.55,142.35,1400.78,1450.65,382.76,224.96,166.99,253.24,342.02,250.66,354.42,117.36,221.46,100.19,118.91
2004-01-09,1121.86,556.85,560.87,141.65,1392.53,1445.32,381.18,224.01,163.88,250.57,338.1,248.69,351.52,113.74,219.77,99.47,118.47
2004-01-12,1127.23,559.35,563.72,143.26,1402.52,1464.9,382.63,225.18,163.55,251.81,342.65,248.76,351.45,115.27,220.58,99.41,118.03
2004-01-13,1121.22,556.94,560.13,142.43,1401.06,1454.56,380.48,224.86,161.8,250.71,338.36,248.37,349.92,115.07,220.29,99.37,117.89
2004-01-14,1130.52,561.85,564.49,143.6,1413.15,1464.52,384.18,224.85,162.33,253.73,341.08,250.29,352.44,117.59,221.43,100.43,119.01
2004-01-15,1132.05,562.66,565.2,143.85,1413.88,1467.52,387.24,221.64,160.74,254.31,342.5,250.59,352.71,116.74,221.44,100.01,118.27
2004-01-16,1139.83,565.83,569.78,145.28,1416.4,1488.68,388.63,223.61,161.09,259.16,348.51,250.49,353.42,116.73,221.35,99.05,118.56
2004-01-20,1138.77,566.57,567.97,146.99,1428.98,1505.89,388.29,227.61,161.49,255.83,348.21,249.33,352.89,118.63,220.61,98.74,119.59
2004-01-21,1147.62,572.21,571.12,147.25,1435.04,1502.37,393.82,229.87,161.73,258.63,346.09,252.27,357.82,118.41,221.92,98.72,121.57
2004-01-22,1143.94,570.7,568.96,146.07,1430.46,1487.42,393.92,228.71,159.88,257.21,341.58,253.66,358.76,117.58,221.26,98.73,121.48
2004-01-23,1141.55,568.65,568.65,146.8,1436.9,1495.7,392.22,229.9,156.76,255.6,341.25,253.13,357.18,117.95,222.81,99.62,121.04
2004-01-26,1155.37,573.88,577.22,148.0,1445.54,1510.28,397.17,232.07,158.04,259.42,348.05,254.0,362.3,119.13,224.81,101.07,120.36
2004-01-27,1144.05,568.51,571.3,146.33,1438.5,1491.29,393.72,230.88,157.87,257.73,341.12,251.44,358.98,117.61,224.06,102.03,119.73
2004-01-28,1128.48,559.6,564.72,143.57,1414.09,1464.41,387.48,228.51,156.34,253.86,335.93,245.53,356.04,115.8,222.12,102.1,120.44
2004-01-29,1134.12,561.7,568.25,142.49,1407.85,1449.05,389.67,229.78,155.59,253.64,334.52,247.67,361.28,115.95,225.06,103.0,120.74
2004-01-30,1131.13,560.74,566.23,143.21,1409.11,1456.27,391.02,226.94,157.38,252.43,333.88,246.66,359.17,115.43,223.69,103.09,120.58
2004-02-02,1135.26,563.01,568.08,143.18,1411.36,1455.35,392.93,227.23,156.66,252.53,333.11,246.61,364.11,117.9,224.82,104.91,120.32
2004-02-03,1136.03,561.88,570.01,142.84,1409.43,1451.06,392.9,226.21,155.71,251.61,334.49,245.69,366.49,117.07,225.61,104.46,121.03
2004-02-04,1126.53,556.51,565.91,139.3,1382.26,1414.93,389.69,225.0,154.56,250.63,324.64,244.48,367.74,115.5,226.71,102.5,119.27
2004-02-05,1128.59,557.65,566.83,140.23,1391.7,1425.6,389.65,223.74,156.63,252.74,324.56,246.47,365.74,116.05,228.43,102.35,118.45
2004-02-06,1142.76,565.1,573.48,143.77,1421.06,1462.08,395.49,224.96,159.94,253.85,331.84,249.58,368.27,117.72,230.42,104.01,119.57
2004-02-09,1139.81,564.5,571.13,144.39,1424.3,1469.05,394.41,226.9,159.99,252.52,330.09,249.83,365.19,117.44,230.47,103.55,119.97
2004-02-10,1145.54,568.25,573.07,145.9,1439.03,1483.11,395.56,229.6,160.86,252.52,332.0,251.74,366.98,118.52,231.5,104.33,120.9
2004-02-11,1157.76,575.69,577.78,147.16,1450.95,1495.87,401.8,233.09,164.59,255.77,334.9,254.73,369.67,120.01,231.68,104.49,121.22
2004-02-12,1152.11,573.16,574.67,146.06,1443.85,1486.47,400.53,233.56,163.99,254.86,331.83,252.77,367.55,119.07,231.29,102.93,120.59
2004-02-13,1145.81,570.34,571.21,144.59,1431.77,1469.3,400.08,232.85,162.61,253.31,329.15,250.43,365.93,118.2,229.82,101.77,119.96
2004-02-17,1156.99,576.49,576.19,146.52,1449.22,1489.41,403.24,234.76,164.42,255.49,332.88,253.4,367.64,121.67,232.06,102.45,121.31
2004-02-18,1151.82,573.32,574.22,145.93,1441.57,1484.21,401.35,232.13,163.67,253.87,332.36,252.58,365.76,119.75,231.76,101.99,121.42
2004-02-19,1147.06,571.2,571.59,143.93,1428.76,1459.48,400.49,232.5,164.66,252.54,327.72,251.84,364.32,117.78,233.19,102.24,120.7
2004-02-20,1144.11,568.8,571.07,143.16,1424.89,1447.22,399.25,232.63,163.11,252.08,325.71,250.95,363.23,117.27,234.75,102.07,119.82
2004-02-23,1141.0,567.69,569.06,140.98,1411.39,1419.15,399.2,234.81,163.37,251.99,320.89,249.1,361.67,117.02,236.29,102.27,120.08
2004-02-24,1139.09,566.35,568.53,141.31,1414.45,1420.23,397.17,234.66,164.0,250.7,320.81,248.82,363.1,118.02,234.92,102.12,119.56
2004-02-25,1143.67,569.71,569.69,142.86,1425.99,1439.89,399.28,235.79,164.53,250.68,323.38,250.12,363.58,117.46,235.59,102.92,120.57
2004-02-26,1144.91,571.43,569.2,144.13,1434.6,1455.22,399.61,235.73,164.35,249.86,324.56,251.61,363.16,117.61,235.64,103.11,121.02
2004-02-27,1144.94,572.35,568.29,144.64,1442.47,1460.07,400.84,236.04,165.03,249.63,322.91,251.65,361.64,117.72,236.37,103.59,122.4
2004-03-01,1155.96,577.68,573.94,147.57,1462.87,1487.67,403.53,240.08,167.68,251.56,326.77,254.18,363.73,119.37,238.94,105.11,123.37
2004-03-02,1149.1,575.68,569.08,147.19,1458.05,1481.24,401.87,237.7,165.49,249.9,323.99,252.94,361.2,121.72,236.76,106.31,122.84
2004-03-03,1151.04,577.08,569.61,147.2,1459.14,1479.38,404.23,237.45,164.74,250.76,322.42,253.6,362.98,120.74,237.71,106.99,122.85
2004-03-04,1154.88,578.68,571.83,148.83,1470.24,1498.18,405.26,236.43,165.47,251.23,325.31,254.82,364.5,121.44,237.35,107.19,123.11
2004-03-05,1156.87,580.85,571.64,149.25,1475.49,1502.22,407.91,239.36,165.55,251.29,322.85,255.53,365.57,120.67,237.72,107.81,124.03
2004-03-08,1147.21,577.22,565.62,147.66,1464.86,1480.22,405.98,239.87,163.84,247.55,315.08,253.06,365.16,120.61,237.44,107.69,123.56
2004-03-09,1140.58,573.33,562.91,145.85,1455.34,1459.24,403.12,239.28,161.32,245.68,313.49,251.4,361.77,120.54,237.5,107.68,123.3
2004-03-10,1123.89,563.79,555.85,143.15,1431.65,1429.31,397.14,235.79,156.8,241.41,309.35,247.17,355.41,117.66,236.83,105.85,121.97
2004-03-11,1106.78,555.45,547.13,141.63,1416.41,1413.96,391.12,230.49,155.48,237.88,306.14,244.11,348.98,115.65,232.09,103.82,120.25
2004-03-12,1120.57,563.39,552.92,144.7,1443.56,1447.48,396.05,234.21,157.86,241.48,313.07,247.65,350.91,116.74,232.17,105.08,121.21
2004-03-15,1104.49,555.33,544.95,141.24,1415.38,1409.07,390.3,233.49,154.04,238.69,306.49,242.9,346.86,115.03,229.4,104.68,121.03
2004-03-16,1110.7,558.83,547.63,141.33,1416.56,1407.65,393.92,234.04,155.45,240.47,307.98,243.82,348.9,115.41,229.72,105.38,121.69
2004-03-17,1123.75,566.78,552.66,144.05,1439.8,1438.36,398.8,237.01,157.89,243.94,312.5,247.6,349.03,116.63,232.19,106.61,123.85
2004-03-18,1122.32,567.12,550.87,143.31,1433.49,1428.45,399.09,238.79,157.67,243.76,309.66,247.63,347.89,116.75,232.77,106.81,123.25
2004-03-19,1109.78,561.44,544.05,142.6,1427.16,1417.92,394.32,233.98,157.66,240.78,304.51,246.15,343.3,116.27,231.52,106.97,122.72
2004-03-22,1095.4,553.63,537.54,139.64,1405.92,1384.33,389.54,231.27,154.32,236.95,301.1,242.41,339.24,114.25,228.94,106.62,121.36
2004-03-23,1093.95,552.61,537.12,139.91,1410.05,1386.71,389.17,230.07,154.86,236.64,300.15,242.11,340.42,113.28,228.46,107.55,121.27
2004-03-24,1091.33,549.32,537.85,139.07,1398.8,1382.2,386.03,225.62,154.18,236.46,303.1,242.47,338.09,112.64,228.58,106.63,121.12
2004-03-25,1109.19,556.88,548.1,142.52,1422.25,1422.13,390.73,225.27,158.35,240.84,313.25,247.05,340.65,114.26,232.07,107.84,121.45
2004-03-26,1108.06,557.44,546.39,143.0,1424.11,1427.01,390.22,227.64,158.55,241.39,311.14,247.17,340.72,113.88,231.09,106.38,121.67
2004-03-29,1122.47,564.1,554.1,145.26,1445.01,1451.67,395.32,228.97,160.91,244.36,316.34,249.92,346.04,115.06,234.0,106.09,122.41
2004-03-30,1127.0,567.38,555.31,146.91,1458.94,1466.7,396.99,233.1,161.94,246.02,316.34,251.03,345.85,115.2,235.1,106.78,123.15
2004-03-31,1126.21,567.6,554.29,146.94,1465.03,1467.9,396.07,234.45,161.57,246.16,314.25,251.26,346.54,115.95,234.99,107.11,123.31
2004-04-01,1132.17,570.76,557.07,148.14,1476.73,1482.58,400.03,232.42,162.37,246.7,317.47,251.81,349.56,116.28,234.76,107.95,124.07
2004-04-02,1141.81,573.17,564.32,149.54,1484.59,1508.73,398.01,233.74,164.86,250.09,325.82,253.88,353.91,117.19,235.0,107.29,123.69
2004-04-05,1150.57,577.49,568.73,150.03,1479.96,1525.97,399.92,235.31,164.48,252.68,329.07,256.68,357.56,118.64,235.86,103.25,123.87
2004-04-06,1148.16,577.0,566.8,148.71,1467.07,1509.88,399.63,234.99,165.5,252.96,324.98,256.78,356.13,118.17,237.19,100.3,123.88
2004-04-07,1140.53,573.02,563.18,149.19,1470.57,1514.18,397.93,234.65,163.18,251.48,322.08,253.93,354.8,116.71,235.8,101.34,122.84
2004-04-08,1139.32,572.53,562.46,148.42,1458.95,1510.57,397.45,237.27,162.35,251.03,323.19,253.08,353.18,116.38,234.61,99.79,122.54
2004-04-12,1145.2,575.57,565.28,148.51,1452.04,1521.12,399.15,241.43,164.07,252.75,324.48,254.46,355.47,116.58,235.48,95.27,120.55
2004-04-13,1129.44,565.95,559.24,145.33,1423.51,1486.35,390.95,239.21,160.89,249.19,320.49,250.3,352.61,115.41,233.52,94.71,118.46
2004-04-14,1128.17,563.31,560.67,144.39,1410.15,1479.75,386.36,240.65,161.17,248.47,319.94,250.12,355.63,114.91,234.97,94.46,118.15
2004-04-15,1128.84,562.4,562.27,144.13,1415.96,1469.31,384.22,243.28,162.03,249.24,315.25,249.95,362.76,114.87,235.7,95.98,118.83
2004-04-16,1134.61,566.33,564.06,144.99,1431.63,1469.62,388.71,244.89,163.79,251.66,312.56,251.76,364.75,114.44,237.39,96.7,119.45
2004-04-19,1135.82,565.72,565.91,145.87,1433.9,1484.85,387.35,244.48,163.37,250.77,315.86,251.98,364.53,115.57,238.13,96.82,118.92
2004-04-20,1118.15,557.57,556.45,143.12,1409.03,1458.4,380.85,238.96,159.72,247.28,308.27,249.69,358.03,115.62,236.39,93.46,118.06
2004-04-21,1124.09,560.64,559.29,144.55,1421.19,1476.12,380.74,239.02,158.51,249.17,312.23,251.05,362.01,116.71,236.72,93.98,117.9
2004-04-22,1139.93,569.72,565.96,147.19,1446.85,1500.49,386.52,242.6,163.31,253.91,317.75,255.3,363.91,117.6,238.58,94.89,119.38
2004-04-23,1140.6,568.12,568.27,146.44,1438.85,1495.62,384.68,241.02,162.33,252.95,323.19,254.6,362.88,118.11,238.92,94.26,119.51
2004-04-26,1135.53,566.4,564.93,146.5,1435.6,1493.77,383.74,242.04,161.68,252.02,319.24,253.04,361.64,117.72,237.91,94.68,120.21
2004-04-27,1138.11,568.31,565.57,146.38,1440.82,1489.48,384.76,246.14,161.61,252.46,317.53,254.51,363.25,117.11,238.78,95.74,120.03
2004-04-28,1122.41,560.3,557.94,143.14,1415.05,1457.5,378.61,242.71,156.43,248.8,311.52,251.83,359.69,116.33,236.26,94.99,120.04
2004-04-29,1113.89,555.38,554.38,140.58,1392.81,1431.08,378.01,237.58,154.14,246.94,305.85,249.53,357.6,116.4,237.37,93.28,118.48
2004-04-30,1107.31,552.64,550.56,138.61,1382.76,1408.77,376.87,238.31,153.76,245.71,299.55,247.25,357.15,115.28,237.62,93.02,118.48
2004-05-03,1117.49,557.49,555.86,140.05,1394.65,1425.44,379.76,244.34,153.99,248.08,301.77,249.0,362.27,115.72,238.96,94.95,119.05
2004-05-04,1119.55,558.93,556.46,141.22,1403.15,1436.94,381.01,243.82,155.8,248.7,304.29,248.47,362.01,116.2,237.86,95.72,119.28
2004-05-05,1121.53,559.85,557.52,141.61,1402.27,1443.38,381.11,245.48,155.03,248.75,305.14,248.75,363.66,116.9,238.17,94.15,118.46
2004-05-06,1113.99,554.54,555.35,139.7,1387.3,1424.8,377.06,243.95,153.06,247.65,303.65,245.06,363.1,116.27,237.24,94.21,118.52
2004-05-07,1098.7,543.73,551.01,136.01,1348.72,1395.87,369.03,239.32,147.73,244.16,303.8,239.97,360.7,114.01,235.0,90.9,115.31
2004-05-10,1087.12,535.46,547.81,133.23,1324.85,1364.08,365.03,232.56,147.25,240.78,303.12,236.85,355.84,112.54,234.28,90.77,113.51
2004-05-11,1095.45,540.11,551.45,135.88,1343.77,1391.93,367.47,236.21,149.24,242.5,308.12,240.45,356.39,112.93,233.15,91.44,113.15
2004-05-12,1097.28,543.17,550.15,135.68,1344.65,1388.55,371.3,237.95,148.78,244.04,306.21,240.51,356.93,112.95,231.88,91.16,112.88
2004-05-13,1096.44,543.28,549.19,135.56,1342.0,1387.21,371.68,237.0,149.79,243.68,306.72,239.68,356.02,113.69,230.71,91.0,113.09
2004-05-14,1095.7,544.39,547.3,134.84,1341.05,1375.12,371.88,240.01,149.66,243.69,302.07,240.05,356.49,113.18,231.89,92.04,114.12
2004-05-17,1084.1,537.58,542.59,132.83,1324.9,1353.06,367.25,239.13,146.79,240.99,297.98,236.51,354.31,111.78,230.69,92.97,112.86
2004-05-18,1091.49,541.64,545.88,134.63,1342.35,1369.37,370.54,236.1,149.38,243.19,301.11,239.99,354.16,112.71,231.73,94.55,113.79
2004-05-19,1088.68,541.05,543.66,134.4,1334.42,1369.74,370.19,235.06,149.45,242.65,302.19,239.22,351.28,112.72,230.03,92.06,113.17
2004-05-20,1089.19,541.51,543.69,134.26,1340.17,1364.5,371.92,234.93,149.07,241.8,302.33,239.38,349.06,112.72,231.13,94.34,113.91
2004-05-21,1093.56,544.02,545.52,135.21,1347.79,1377.28,373.84,234.28,150.86,244.14,304.03,240.74,349.47,112.5,231.23,94.31,114.0
2004-05-24,1095.41,546.67,544.67,136.75,1361.1,1393.43,374.48,237.83,152.22,245.6,304.85,242.69,347.02,111.55,229.24,95.09,115.57
2004-05-25,1113.05,555.58,553.33,140.29,1391.32,1428.95,380.24,242.64,155.28,249.29,311.13,247.73,350.96,111.56,232.45,97.02,117.65
